Genome	BAr1A.filtered Read Count	BAr1B.filtered Read Count	BAr1C.filtered Read Count	BAr2D.filtered Read Count	BAr2E.filtered Read Count	BAr2F.filtered Read Count	BAr3G.filtered Read Count	BAr3H.filtered Read Count	BAr3I.filtered Read Count	BOr1A.filtered Read Count	BOr1B.filtered Read Count	BOr1C.filtered Read Count	BOr2D.filtered Read Count	BOr2E.filtered Read Count	BOr2F.filtered Read Count	BOr3G.filtered Read Count	BOr3H.filtered Read Count	BOr3I.filtered Read Count	CRr1A.filtered Read Count	CRr1B.filtered Read Count	CRr1C.filtered Read Count	CRr2D.filtered Read Count	CRr2E.filtered Read Count	CRr2F.filtered Read Count	CRr3G.filtered Read Count	CRr3H.filtered Read Count	CRr3I.filtered Read Count	LABRr1A.filtered Read Count	LABRr1B.filtered Read Count	LABRr1C.filtered Read Count	LASAr3G.filtered Read Count	LASAr3H.filtered Read Count	LASAr3I.filtered Read Count	LASCr2D.filtered Read Count	LASCr2E.filtered Read Count	LASCr2F.filtered Read Count	LASYr2D.filtered Read Count	LASYr2E.filtered Read Count	LASYr2F.filtered Read Count	LAWAr2D.filtered Read Count	LAWAr2E.filtered Read Count	LAWAr2F.filtered Read Count	MGr1A.filtered Read Count	MGr1B.filtered Read Count	MGr1C.filtered Read Count	MGr2D.filtered Read Count	MGr2E.filtered Read Count	MGr2F.filtered Read Count	MGr3G.filtered Read Count	MGr3H.filtered Read Count	MGr3I.filtered Read Count	MHr1A.filtered Read Count	MHr1B.filtered Read Count	MHr1C.filtered Read Count	MHr2D.filtered Read Count	MHr2E.filtered Read Count	MHr2F.filtered Read Count	MHr3G.filtered Read Count	MHr3H.filtered Read Count	MHr3I.filtered Read Count	SEr2D.filtered Read Count	SEr2E.filtered Read Count	SEr2F.filtered Read Count	SEr3G.filtered Read Count	SEr3H.filtered Read Count	SEr3I.filtered Read Count
CRr3G3H3I__bin_97	10209	12759	16148	32489	33730	48124	43342	58656	46712	28005	38878	37509	32549	28547	29310	40073	49567	46153	21608	126451	163406	13160	12412	66022	319814	443281	601693	11469	11914	10574	11372	19263	22211	2941	19804	3949	35223	19999	26656	3478	10591	5350	45871	79649	60886	16719	57103	60834	89147	76697	5667	31509	153521	130518	26026	69457	52563	23992	6577	543723	19889	13191	10193	5297	1809	25353
MGr2D2E2F__bin_102	527	3498	766	574	510	586	411	897	547	4445	4663	12778	23270	29801	18214	461	339	435	2718	7056	3185	2675	3848	1955	5329	3867	20829	138417	55568	18398	853	10914	957	66326	25448	20966	286	258	683	41211	4799	50402	87344	44044	20480	151068	80904	58057	25896	143684	67940	2728	5610	3254	1355	611	325	1010	23904	19886	1623	2558	1905	3186	2835	66487
MGr2D2E2F__bin_107	612	317	378	77	134	51	43	49	49	164	51	90	125	119	72	43	24	31	178	212	222	460	414	209	295	160	189	10819	8206	920	106	80	42	686	440	482	59	60	96	387	87	1042	418544	12866	499	526929	166118	37744	168	25779	931	180	172	231	108	130	65	98	293	285	179	116	87	285	284	2772
BOr1A1B1C__bin_57	11179	4944	17657	157074	6743	14416	9535	28454	16906	81756	234499	481075	100674	42814	300177	258956	510260	519790	77892	8181	19076	2618	39294	46472	2089	33619	65959	391	341	2367	6822	1220	14088	1272	193454	2922	61043	145892	31888	804	3087	296	334	317	780	5184	227	1140	565	10008	2115	82236	12062	12554	532	6575	4951	39733	4704	44636	94399	3707	14933	67852	3050	14664
CRr2D2E2F__bin_21	51818	79789	187539	14057	60117	83826	3445	26948	10992	90458	109478	128718	140736	58127	95293	31754	48668	105770	1916143	1395796	1064746	199826	167383	393051	375828	1006370	1092743	13017	12378	14648	112113	54744	34938	111841	100292	102436	42877	75993	79459	14582	35029	24389	65737	219225	104000	30016	13377	31381	143907	284723	19925	1387919	1363733	950724	14394	52408	19746	205905	27387	937060	160758	71143	496164	186202	123321	94989
SEr2D2E2F__bin_42	2688	7226	3805	1401	1748	2800	569	820	626	5570	3744	5156	3405	5934	4038	2353	4018	2416	4367	7005	4862	7762	30447	36430	5556	4171	8952	1438	1292	789	2789	4602	945	10059	10635	6069	1453	632	1184	29874	7534	16195	12126	7646	4786	16218	39077	45652	23083	177671	136755	4066	6831	4981	23899	4097	903	1313	5172	10692	170923	124303	86564	44102	25785	112737
LASYr2D2E2F__bin_2	6973	5817	5819	4390	2901	12098	1301	1979	2619	7618	20141	38193	14665	3822	14037	54302	90191	44674	1291	942	1518	1509	4822	1514	1296	1376	778	3906	3454	3753	47841	10914	39313	1135	39650	1209	284887	108024	32393	1377	2545	1080	299	577	467	399	467	533	849	1471	493	1249	997	1104	3545	12204	6673	2232	1879	741	94026	2042	10846	540	983	7803
SEr3G3H3I__bin_90	23740	11932	9372	7718	21512	7596	4257	5862	3870	11763	6840	38937	12548	11305	11039	3386	4026	4917	21894	15404	10189	41070	28800	172182	102332	43646	27795	25286	15359	22628	6255	10734	6854	23606	24831	18999	5858	7948	4433	21821	14145	17609	95023	49219	13755	36912	28791	30648	10420	53873	53423	16823	17614	9865	8245	15623	10848	7195	13609	37636	313690	348017	73356	65940	191237	1073889
CRr1A1B1C__bin_11	233381	1486131	212698	14930	104367	871498	5859	15875	16539	535069	211866	144370	738287	729690	793384	584444	573557	173842	106156	1496099	1147275	365491	518804	253400	505161	173914	449758	3937388	3486989	6457780	475144	3057414	1668830	2218773	1574740	1446165	3925608	1545362	1726336	4989257	2779418	8992291	3016412	3318704	2085223	1504082	4303570	2203496	2597871	6074227	1700366	124052	1443382	956870	1589952	3658086	1466133	1693721	1741066	664815	25960	19742	24125	4016	6076	12083453
CRr1A1B1C__bin_138	61665	44562	54366	67310	49321	85131	46576	51009	63784	36452	59034	89251	29953	19435	43078	53956	66111	125542	297212	154645	192965	41367	36827	79838	43497	191376	149655	16992	15876	36497	40817	31147	63642	17093	51236	21395	32760	37229	34882	16434	23921	10567	25266	64569	75130	16917	10025	18427	28299	63595	11601	252801	193292	185719	18127	74984	42776	49407	24009	109965	147778	22385	23010	26613	42113	101507
LABRr1A1B1C__bin_32	333	8431	1038	422	1233	1430	15	118	29	7311	1184	3762	1295	1264	1368	643	549	288	984	4700	2795	1169	1502	666	5729	1324	3790	176807	108387	197317	9922	37475	2766	153437	76054	61784	522	437	4153	919186	48102	904674	75574	25728	9551	53995	17973	15087	1828	27219	17954	655	3845	3622	177555	32900	33464	3514	161520	5744	4998	1311	1635	980	685	357665
SEr3G3H3I__bin_216	294662	59993	225227	1366	4018	789	71	1111	84	19573	1517	7177	39589	48810	19639	286	315	224	68135	96837	101047	199419	189815	89062	70757	20830	52764	80683	56969	22671	7740	2192	1005	52737	76332	110099	1161	86	2976	38500	203	228054	74846	147503	125035	72912	57691	23657	11716	41538	37757	53856	54338	119272	8412	4254	2630	62078	128118	102671	52788	9846	1523	96597	65165	985731
BAr1A1B1C__bin_108	19644	162123	783624	11660	21140	30737	19249	22248	73613	19947	20199	31695	10311	6581	9702	21751	38472	103300	17658	49382	112227	29907	12040	36938	32351	29876	30448	9853	8156	13257	15793	17766	14289	7536	24510	8210	8633	8573	10997	13437	21016	7890	21690	39117	46262	20701	26971	41776	57732	74746	35482	15326	60236	73524	13555	23208	13775	8340	12350	26821	6744	6650	7788	18057	27913	40163
SEr2D2E2F__bin_135	7159	300043	9937	5727	25923	16468	53	28595	292	126297	295477	516999	390742	285766	353483	9893	26733	34885	146973	833760	411092	254821	520364	616662	1638988	1241840	1408722	49087	32257	28860	151007	198276	29192	400308	488774	227790	19355	2170	127642	364140	9838	536628	340913	641035	388562	57950	159270	90131	234699	573436	1423510	133692	608745	489738	79762	5791	6372	11395	823555	2425036	1418593	1848177	245896	3910726	3805608	10436408
MGr1A1B1C__bin_104	1116	18692	39021	1404	1791	936	716	905	852	1916	728	852	893	669	705	1331	1058	831	1675	4376	42104	8566	2265	1193	2713	1953	1382	160075	166945	38243	1483	2083	9416	84758	117427	76913	844	1037	926	30709	10928	86859	157447	372977	444422	66383	145009	159360	365718	211009	61087	1820	4859	14547	19359	15142	14078	66590	175521	1872	1121	3260	1064	951	1175	63936
BAr2D2E2F__bin_44	47581	38031	44489	892862	96299	95617	105647	200445	192597	13465	60615	91859	10341	7128	123110	113085	235869	334119	96191	18899	52217	17445	21216	14676	24893	157945	80618	10888	9161	24141	18189	12954	17966	10100	116753	11101	11660	24472	10429	22407	23708	16002	12982	10515	8590	18089	12111	18091	21051	74613	32784	110596	22115	45797	36312	28063	27406	10990	16127	51498	106240	16224	44152	5001	6931	62498
BAr1A1B1C__bin_31	390	2684	403824	651	5718	2360	408	564	575	540	360	376	536	382	422	365	405	354	309	399	646	304	343	493	636	499	472	297	234	396	807	464	495	410	760	627	563	556	679	294	516	435	147	305	360	160	225	230	367	516	161	331	386	412	128	402	330	466	289	537	253	178	1018	318	344	1308
MGr3G3H3I__bin_125	499	652	3135	1460	1942	1775	1189	1217	1856	1535	2870	4421	11160	9434	30670	1681	1547	3769	1271	2820	2117	639	431	812	1512	2807	1323	610	498	365	3107	1768	341	21579	15446	6558	452	393	573	48143	74554	40054	28353	144613	36142	24109	18525	199662	489585	42083	11902	1313	3091	1559	482	1101	493	1251	34246	1131	848	1263	1667	14133	16905	9458
BOr1A1B1C__bin_20	9934	12963	15972	9938	12662	16366	4246	5584	6958	191988	38593	105611	163087	79934	53633	17826	23352	34219	10943	13784	11589	14877	16859	13144	19212	17234	21440	4924	4407	5218	17313	16599	15345	9063	18468	9105	15502	11015	19099	7412	8725	8641	5395	13548	11165	2589	5377	6834	14118	16318	3943	10452	14774	11115	5142	8241	4705	9442	6337	21575	10431	7445	8514	22915	38728	31079
MHr1A1B1C__bin_78	555386	1223615	1136050	146679	704034	901633	5516	7490	4265	249817	115480	200630	95323	97031	187970	92925	170614	101217	287645	326951	700810	444776	318253	269435	225679	155627	125424	726082	742324	561957	65122	169504	85555	179821	359086	338311	159080	70584	75450	470347	541764	944459	96608	191436	143364	137294	310354	254160	436781	124106	126669	345567	228368	579670	76668	125969	141985	397669	321306	105046	53515	14566	24014	17332	16809	1049622
BAr2D2E2F__bin_2	8221	3280	12473	289345	74442	33695	208257	298697	274308	8999	13387	15712	14967	12358	11659	36900	50795	36917	3577	3249	3141	1436	3499	6410	2733	6951	4682	3414	3617	2978	3446	4804	6963	1344	18029	1803	9704	9253	9109	971	2989	1410	1661	2248	2528	1208	3082	3216	4828	5753	731	5704	3973	3032	4682	13516	8778	7668	1784	3598	18909	2391	5197	9663	1686	12248
LASAr3G3H3I__bin_54	25532	21788	34476	11351	12575	15716	8006	11982	10584	17754	14465	10993	15473	11558	16736	28922	25825	7811	8771	9114	10946	21922	29044	13801	10519	8735	6150	6501	6056	7658	227831	495041	638014	22379	89515	39990	406312	286700	333271	11845	21252	12032	7187	11688	8153	5030	8538	9782	12608	24954	16724	8066	8173	7279	64006	406830	225050	42833	77374	8095	9939	28086	23537	9824	13665	52807
BOr2D2E2F__bin_74	228576	375179	331253	359049	653821	709194	329270	383039	431869	2026481	3752359	3184001	3438709	2489872	3451213	2823380	3722996	3471506	184354	207333	83006	251379	341786	251947	157294	113955	90876	450318	480993	483971	675456	1028869	1518888	116698	1329206	98519	1909708	1155492	1718935	135417	423529	192050	17826	108214	182729	39046	185743	160427	286378	359049	58011	278888	247656	83091	878462	2721501	2450966	975777	258488	89879	422873	197386	122891	186887	27390	1008480
MHr2D2E2F__bin_49	1262	1517	1648	1888	3777	3202	1507	1374	1576	3272	3000	2880	2541	2848	2188	2400	2967	2765	957	1895	1008	899	1560	1288	1430	1171	1031	12088	9880	16843	1180	2511	2017	3762	3326	2380	3056	1770	1951	10369	4380	11816	3118	2893	1811	1921	8695	3040	3264	10191	24203	1338	2049	915	228491	77415	121043	2606	3561	1120	1245	2223	1165	1011	922	34234
BOr2D2E2F__bin_32	32977	21757	175939	655	409	1840	184	300	255	106859	63711	147763	252594	131728	130571	2503	7435	41444	7325	2112	6027	9713	5187	1331	323	1829	1644	655	582	1922	18586	2579	4866	13477	35602	56404	2003	22464	16986	838	1343	2427	261	514	459	508	334	689	1049	2084	1192	6854	2799	5251	350	1163	656	10125	936	999	295	158	228	211	246	3949
BAr2D2E2F__bin_37	121803	269963	573080	26073	477630	3969872	15738	27682	41926	293881	291443	314574	43111	42339	111517	725146	410116	188823	16337	80679	64573	89378	222620	242866	268551	350906	313433	14767	13966	16886	111781	58238	34961	24988	213210	26158	73973	128280	409468	27055	26447	18472	38111	18270	24335	29181	41887	170620	67918	131862	45840	14583	79797	44252	39436	34443	21215	16713	14309	436588	3763387	2107634	5241750	28694	39230	137511
LABRr1A1B1C__bin_19	617	1130	3519	727	813	1574	506	662	698	854	464	774	885	855	614	670	734	740	1032	2295	2437	664	662	584	1192	1140	956	562207	536595	36260	714	564	745	1475	1699	1163	664	758	709	823	826	74644	488105	29286	26873	111080	1000	738	998	2001	687	975	2299	1426	470	1105	845	1082	1739	1020	552	439	490	537	585	68668
MHr2D2E2F__bin_75	79913	21719	34789	724	4619	1041	51	275	82	12245	1506	9866	7202	6442	3972	567	493	399	10126	11349	9853	12354	11378	8967	15467	8638	10546	359398	257506	558767	5282	5017	2376	203746	85013	133565	2128	1080	5258	533983	73435	542270	67105	81543	59864	37891	33465	17837	10225	34994	51207	6462	9179	15880	531336	121546	282709	12471	141328	14750	5367	5001	944	10857	10409	998938
LAWAr2D2E2F__bin_155	69232	44632	26024	12308	45206	60876	168099	82886	144628	20619	43923	48047	28854	18203	35288	52639	63567	65320	31995	66712	47658	88422	55887	55592	112706	80945	103635	50177	41464	66002	106164	95204	127187	29682	126936	64294	33130	89026	62397	67873	268857	61194	33077	88835	81811	14761	26360	44361	90007	84666	17729	29458	66866	46311	31578	54503	43869	114157	57444	109558	20919	22687	33296	105744	183231	178404
SEr2D2E2F__bin_145	7522	15099	4245	2542	7127	3632	1521	2704	1433	21857	5228	17335	6330	10206	4319	1618	1542	1716	8442	11061	8547	30631	18906	27939	32118	44191	26547	7147	4106	19124	5034	8048	4696	63221	41499	64800	6362	2173	4541	90489	5289	60040	38108	45043	26367	163583	180894	79303	51682	203804	114602	5675	9580	6042	4665	8524	2355	6237	9425	30960	1197743	1171215	175118	70917	96863	6905235
CRr2D2E2F__bin_61	28830	18582	5859	2011	8307	8907	1007	2111	848	6326	6753	16211	8818	15984	5678	1875	1826	1629	44145	53635	30354	180659	131639	56744	41005	31114	38170	6062	5014	3913	7183	26397	7717	36891	19446	25922	11047	2185	14544	6629	4337	16496	28567	63111	28516	23339	43852	24856	59225	125844	46608	37924	25234	36603	1770	3257	2312	6675	40901	51291	203004	139789	44881	29301	86409	146857
LASCr2D2E2F__bin_89	128250	832119	395511	15279	72879	419489	6040	9986	13447	218090	86893	61068	140148	142796	153740	225124	198912	60538	126043	294250	197505	154401	205956	130827	180274	151418	139068	480898	415436	913439	150295	663752	451088	688618	585982	478005	825881	378358	455702	523788	369596	787919	557531	438265	275462	273312	666809	432005	565006	924766	504234	157420	277546	187633	327195	728799	347742	324218	395675	135054	28152	21881	30565	13405	17124	1789337
BOr2D2E2F__bin_30	10002	17640	35136	56887	29871	38818	18185	14682	27335	137034	86621	123705	248918	114710	125596	92862	155253	113548	36302	56975	60468	19432	6747	30559	26728	40671	14972	21333	24668	47687	9674	19156	13456	16604	119386	39038	20559	32109	47602	5722	23971	7867	6188	10640	18807	6781	3058	15261	22795	12760	2495	46427	71895	58502	3530	27502	11795	70492	11433	11316	15155	4153	5435	3583	2094	102802
BAr1A1B1C__bin_100	267899	278693	297111	6295	301982	67525	884	1888	1006	33076	7083	9600	11642	11327	9601	5044	6870	2825	44462	23499	21480	27751	14526	30376	68440	27393	32118	19466	9679	14693	26651	38022	22877	51898	104614	79273	37506	13738	28306	47673	16119	24128	31542	19644	8156	24928	64853	34374	58859	72547	29488	27700	23622	42040	3941	5638	3415	21155	33678	42845	5522	6207	28224	11188	18196	37043
MGr2D2E2F__bin_116	5435	8019	6835	1803	2399	7933	531	864	620	2804	2234	2487	3102	1768	3001	3076	2940	1787	1334	2774	2495	4974	5908	2569	7395	2927	3307	7121	5792	10843	9236	19383	14648	7873	17400	10237	8364	7301	7203	37209	8093	18326	4207	6477	5678	362942	321030	81296	4672	30285	73137	1539	3370	2317	37640	17862	10866	16045	13932	4824	5106	4228	5983	2537	4592	26907
SEr3G3H3I__bin_180	475	8865	4521	399	4406	5615	64	109	86	471644	256481	279634	501380	432902	480876	22247	52402	53490	1109	4126	3149	1194	1205	582	2009	1218	1705	38091	22775	33270	42063	122639	7340	452505	243966	224791	28040	7916	94723	117667	6891	107675	8824	3823	2116	11653	4180	2998	1164	7674	3876	854	3448	3541	26063	8260	5935	941	20243	2485	56845	22581	203803	884651	1496481	6566409
LABRr1A1B1C__bin_86	133	511	118	64	79	92	28	88	32	2112	780	984	1418	2071	1414	249	227	520	208	931	315	984	847	423	3964	529	1801	102225	50854	42669	6654	18488	5704	36162	25211	20479	1002	5944	4510	66177	40384	39601	12190	22320	26219	3759	11669	6045	9066	12933	14538	180	676	266	47118	43957	43434	4382	35440	2678	157	450	89	20	34	69558
CRr2D2E2F__bin_63	276299	657260	317571	76042	117211	643044	65663	80017	134252	565163	416584	358663	554990	435142	469768	236574	311650	240301	27670	143120	205338	875738	1164973	1707728	33151	21318	28299	186279	187594	180138	737413	524551	468066	103934	395111	242042	2322910	652416	1680987	56405	160362	87899	13941	43239	44643	16806	46113	44800	72386	84296	13774	43552	186621	200862	146206	449076	305641	1266431	100881	26116	85163	31193	23542	30953	5554	372106
LASYr2D2E2F__bin_98	241083	479704	503374	27254	30633	219017	17787	21033	19669	116652	47850	85537	139935	83414	66034	56458	65073	44868	50335	24347	57186	140830	308907	292750	11927	24025	36858	63971	57176	147348	76357	82174	135001	171346	168089	190659	316320	310987	151199	55499	93913	100978	6678	29214	26613	8034	23949	30376	47763	15022	7081	56221	27126	35465	28942	94174	58602	214751	34157	40640	59847	10055	16261	7571	5824	298709
SEr3G3H3I__bin_84	2616	1433	1760	96	121	217	15	557	37	7035	1420	9480	3780	7323	2266	78	128	63	3017	7002	7405	13211	48036	4124	33900	9715	24489	23893	15178	19624	9131	7525	5125	21021	16686	28512	608	60	570	22346	208	89971	21110	11479	10068	5824	14121	4360	1992	11653	23038	2388	5059	6796	3101	661	2677	4862	97605	30361	53387	45952	865	492784	488224	4549058
MHr2D2E2F__bin_102	576	539	775	3586	800	695	5247	5041	7003	717	597	829	670	479	745	1216	1253	1532	660	639	1273	498	532	548	974	1215	708	851	656	724	1694	1396	2005	607	1336	674	1016	1471	1466	922	1168	565	582	696	758	724	490	717	1096	1632	856	714	729	926	244520	221023	111570	2054	1646	570	487	480	1200	983	893	2254
BAr1A1B1C__bin_60	207253	269142	1089321	125283	613845	233112	11682	14298	67425	24633	7238	9615	6305	5369	4848	5942	5150	3695	87760	51261	208943	10671	12981	117733	14489	32966	28153	7873	8567	2787	10130	4134	13685	5899	25617	20277	6784	16105	28719	2408	3220	3055	8982	10412	12004	11896	4537	5697	6665	21421	5348	59374	63920	87935	2511	7143	3916	16010	11196	22269	6587	4940	11669	7765	10674	24981
CRr1A1B1C__bin_31	8278	4018	9164	11426	6985	4540	3477	3588	3766	17955	18265	18268	19829	10524	29563	7454	10661	40208	95473	29870	99709	7723	13939	8827	5698	70141	31746	8069	10526	27686	1769	3395	5663	4253	24358	10770	5074	30859	13948	3224	11561	1684	10899	10686	12124	20784	2693	11066	8921	18789	8055	76672	45332	107969	829	9151	4964	98832	4949	24249	8590	3404	4403	3948	3445	78629
SEr3G3H3I__bin_195	2684	1745	3770	950	2422	882	970	1185	1182	2106	1904	2369	2858	2366	2350	1656	1948	1906	2976	6288	4808	1935	2613	3794	4568	3855	5104	3460	2919	2584	3336	5762	4455	4977	6865	4825	6076	2063	5577	4729	2450	3722	2474	4864	3550	2132	2678	1951	3336	4831	3884	2436	5868	5837	5236	5485	3962	5276	5676	7280	6220	15728	7440	31834	85785	408252
MGr3G3H3I__bin_81	41	29	53	65	50	40	49	125	55	338	39	93	128	84	65	45	39	62	36	114	104	21	68	49	136	121	73	771	524	295	56	82	74	193	161	139	31	45	69	653	363	752	2529	7768	790	10128	17255	6854	10709	58887	161142	47	96	89	53585	8169	3176	71	1016	80	70	48	81	48	78	726
LABRr1A1B1C__bin_26	12165	16498	14460	3674	16279	10218	1689	2782	1851	9022	16020	14706	16955	6711	9004	7749	8407	9454	5856	12943	22408	29624	10881	5217	11164	8346	8633	993278	949258	272675	10134	9073	7440	27505	43984	32093	7696	8609	9032	45808	168314	69722	75856	207278	167337	114920	20804	12121	20729	44637	20173	5627	11067	15400	31873	61246	49908	44082	108538	9053	4295	8557	13405	2939	3880	510166
LAWAr2D2E2F__bin_98	11629	25034	7881	5059	11338	15121	41527	37085	39990	53784	56942	45435	22024	10392	28851	43271	57035	45868	53670	192244	95376	97324	111574	57760	43799	156734	74355	250158	202475	130199	92379	99521	116136	284575	267065	157980	45387	86963	57089	335945	112819	292190	31697	85580	54647	13354	33804	24614	65229	49631	24789	54708	165741	83797	99141	161375	91033	83433	295633	60510	30660	82460	98371	85970	95512	279214
BAr1A1B1C__bin_67	311786	40598	244269	12764	59716	59596	13173	13194	30491	4759	3411	4884	3154	3825	2085	3352	3888	3755	15240	16034	30489	8960	8354	18388	26868	25174	11386	5278	4627	1397	2564	1819	2337	3765	4953	3427	3474	2156	2965	1487	1342	2201	2525	5238	3627	10894	1840	3039	5022	9232	3014	11720	15854	12164	1380	2668	1832	3120	4386	10144	3689	2119	4352	4360	5180	20152
MHr2D2E2F__bin_126	11071	10620	8397	25024	10289	8696	27749	53716	28884	32044	25246	48239	30658	21319	36236	74591	73620	58111	33147	11341	16214	13850	31522	8114	20426	25455	19235	18086	16136	16102	20363	50257	39757	9145	38470	7791	23917	46249	26294	20364	47669	10599	3403	7912	7779	2896	4521	5083	12357	21573	15946	29160	12636	13364	435232	471212	349454	27312	32075	17188	22884	19091	15315	25428	41937	78626
MGr1A1B1C__bin_132	2059	4159	2414	577	1122	1062	444	743	453	2188	1084	1416	1673	1807	1385	750	706	675	11799	70206	51533	2517	3390	2262	12748	6282	7385	134947	73363	101942	1651	2216	1590	86341	22820	24144	2503	1457	2268	57637	3454	132295	594620	314581	236291	299404	120291	95403	4877	169977	66281	8582	45818	31269	25207	13024	12212	2891	28684	9332	1408	2336	1563	2427	2692	210010
LABRr1A1B1C__bin_96	1013	3357	22657	132	3253	348	40	228	44	14494	1255	2207	7787	2091	3867	299	148	201	8469	9821	17245	1418	4459	4272	8873	5265	9912	73097	43185	36609	20564	26500	8517	61298	45597	58068	10281	14324	26625	94941	11222	112044	4656	10138	10669	3362	4217	1855	4219	4840	3555	9323	10714	17015	6065	7550	2374	23957	103858	11397	904	2085	286	766	649	66304
LAWAr2D2E2F__bin_95	2648	9882	1983	1016	2769	1343	583	891	425	2992	961	2861	1631	2972	1134	1924	945	443	1911	3669	5169	1750	2674	1327	3441	3234	2408	205256	117443	88932	1202	2502	1434	155940	359732	390302	1809	886	1357	169211	12531	833981	27353	9699	3195	73443	133974	30667	8864	68764	67617	1586	3025	2845	33567	4925	10604	6522	144886	3716	3233	2853	2298	2931	3523	147878
CRr3G3H3I__bin_43	24304	75639	44070	36254	309381	144448	50129	81614	56712	44015	54387	60212	40302	38553	37020	62892	80816	63327	20808	200010	78097	296078	237261	733000	1434066	906072	1652852	11463	11942	10878	14442	28847	28455	6494	31362	5479	49858	24659	36369	5202	15354	7922	5013855	4729126	3490759	1329582	4198398	4952015	8795783	5393375	171524	24338	211534	69107	33879	84222	62064	24070	19396	2123384	342763	670131	477777	6972	5643	29630
MGr1A1B1C__bin_10	26898	71009	52253	1930	2982	2531	782	1297	894	9804	1018	1335	11753	6551	2146	1056	1103	958	27117	95253	84533	260754	88659	38662	9183	89242	16265	23850	19611	12360	3396	3306	2744	10938	8336	8114	3907	1350	2259	5221	6109	7024	62027	435541	229442	50593	61973	79011	215323	31348	18361	43266	71009	61141	5251	5755	4089	2543	6577	24080	1317	1368	1829	1943	2728	28492
MGr3G3H3I__bin_147	5425	7480	6626	3310	4459	7109	2686	3215	2608	4494	16355	16998	9858	13452	18541	23339	19268	33673	5188	6359	5821	8238	9441	5366	7927	7999	8489	4886	4845	4454	19504	21204	75471	3093	14730	4251	6324	6998	19069	4120	5528	4143	15317	22940	36218	18734	59514	76959	106208	251516	18140	4501	5711	4473	8252	9218	5703	4185	3874	10269	6618	5327	8727	5554	6940	14916
BOr1A1B1C__bin_33	20086	10957	16645	4187	125294	29866	2069	3141	2834	29352	121193	85671	111250	37032	49395	66081	69053	59908	13334	42852	91131	14563	16957	13958	14736	16211	14817	23734	22467	10046	53477	26041	23354	19787	53429	16433	31489	32109	30111	18018	15163	13740	7634	15442	13304	6367	5647	6733	8762	23187	11597	14460	38631	61401	10995	12984	8762	10846	9078	14746	15676	66986	106482	44918	60386	132852
MGr2D2E2F__bin_9	2405	14460	2335	380	195	143	23	53	29	12391	169	6979	1502	5036	550	78	66	51	564	2027	1253	2548	1679	1332	4858	464	667	5213	3528	2951	160	125	24	33265	17658	19712	56	77	54	7734	266	133020	228753	15782	3641	138810	111900	90186	740	68812	179819	588	1672	1416	146	92	70	717	3799	1602	1269	258	83	638	506	11496
SEr3G3H3I__bin_11	11248	20094	13337	4465	12080	13457	1552	1851	1517	7780	4851	7002	6190	5724	8764	5350	8724	5443	5355	5770	11016	14683	13798	7144	5606	4176	3677	389657	402282	246099	5396	15811	63278	14537	21006	16802	9447	5787	5075	45398	133659	58444	4329	10621	10122	7909	16385	11517	18920	7247	8022	6036	4217	8981	25068	212974	251374	23784	23094	4095	3425	2124	1619	2196	2485	477969
LASCr2D2E2F__bin_103	115	184	64	27	113	50	14	17	17	381	41	108	171	158	45	167	100	64	236	289	156	3337	3536	1676	54	213	239	4067	2385	2169	882	1127	231	47765	50398	59589	3299	1909	3075	13844	7707	8191	30	126	67	21	42	71	1071	192	114	327	287	116	3809	1711	1760	3624	4092	152	341	5102	14572	78	17	3562
BOr3G3H3I__bin_14	1724	346	1264	48164	3100	7264	544	803	963	60857	49753	135351	8895	5274	24545	34193	86384	151236	2157	308	698	87	266	663	167	1317	767	107	118	399	651	329	668	138	29987	219	816	2939	1365	117	363	72	60	86	94	151	34	79	90	469	144	1548	450	732	155	424	222	756	320	506	435	113	144	357	236	1479
LASAr3G3H3I__bin_1	145009	86314	312230	7958	149234	52927	10468	12374	10248	107162	167074	178949	307583	151782	141923	125400	103081	50176	20501	83626	104348	54150	65562	139452	12736	18774	15539	3647	2679	4005	594048	140438	319290	46613	152384	96120	1025112	144658	336581	7688	8042	10104	3209	4505	3732	3877	4354	5517	9407	11531	7088	23943	67332	60938	3767	6764	3313	34904	14960	26667	476934	214479	459797	351113	485864	1357282
MGr3G3H3I__bin_4	10246	7712	5072	609	1897	557	56	304	99	2462	1053	2137	2305	1947	1763	294	335	444	4060	8800	6605	6411	8777	7804	12179	7092	8347	13881	9783	9986	2034	2693	933	25689	16475	18093	796	482	1709	23371	2264	35227	560105	717293	487078	68716	230492	113270	50830	195627	310557	3043	7190	7267	6265	2223	2146	1991	15063	12997	5772	3920	833	6473	6343	42055
BOr3G3H3I__bin_33	10536	12909	6353	16860	5844	12327	22470	30828	23317	40323	22722	39747	22689	16736	31022	145723	193133	236885	19612	5641	9408	11369	18682	4855	8822	13308	8972	48769	42628	41927	21605	26603	67459	5312	77005	5823	14637	29735	14076	24994	108717	18136	1289	2537	2646	1751	2124	2413	5988	11407	8422	17855	6551	7341	51687	120563	96607	25970	14760	7308	11049	8712	6743	9505	18492	104120
