phrog_id	phrog	annot	category
26222	phrog_26222	NA	unknown function
26223	phrog_26223	NA	unknown function
26224	phrog_26224	NA	unknown function
26225	phrog_26225	NA	unknown function
26226	phrog_26226	NA	unknown function
26227	phrog_26227	NA	unknown function
26228	phrog_26228	NA	unknown function
26229	phrog_26229	NA	unknown function
26230	phrog_26230	NA	unknown function
26231	phrog_26231	NA	unknown function
26232	phrog_26232	NA	unknown function
26233	phrog_26233	NA	unknown function
26234	phrog_26234	NA	unknown function
26235	phrog_26235	NA	unknown function
26236	phrog_26236	NA	unknown function
26237	phrog_26237	NA	unknown function
26238	phrog_26238	NA	unknown function
26239	phrog_26239	NA	unknown function
26240	phrog_26240	NA	unknown function
26241	phrog_26241	NA	unknown function
26242	phrog_26242	NA	unknown function
26243	phrog_26243	NA	unknown function
26244	phrog_26244	NA	unknown function
26245	phrog_26245	NA	unknown function
26246	phrog_26246	tail protein	tail
26247	phrog_26247	NA	unknown function
26248	phrog_26248	NA	unknown function
26249	phrog_26249	NA	unknown function
26250	phrog_26250	endolysin	lysis
26251	phrog_26251	NA	unknown function
26252	phrog_26252	NA	unknown function
26253	phrog_26253	NA	unknown function
26254	phrog_26254	NA	unknown function
26255	phrog_26255	NA	unknown function
26256	phrog_26256	NA	unknown function
26257	phrog_26257	NA	unknown function
26258	phrog_26258	radical SAM domain-containing protein	other
26259	phrog_26259	NA	unknown function
26260	phrog_26260	NA	unknown function
26261	phrog_26261	NA	unknown function
26262	phrog_26262	NA	unknown function
26263	phrog_26263	NA	unknown function
26264	phrog_26264	NA	unknown function
26265	phrog_26265	NA	unknown function
26266	phrog_26266	NA	unknown function
26267	phrog_26267	NA	unknown function
26268	phrog_26268	NA	unknown function
26269	phrog_26269	NA	unknown function
26270	phrog_26270	terminase small subunit	head and packaging
26271	phrog_26271	NA	unknown function
26272	phrog_26272	holin	lysis
26273	phrog_26273	NA	unknown function
26274	phrog_26274	terminase	head and packaging
26275	phrog_26275	NA	unknown function
26276	phrog_26276	NA	unknown function
26277	phrog_26277	NA	unknown function
26278	phrog_26278	NA	unknown function
26279	phrog_26279	NA	unknown function
26280	phrog_26280	NA	unknown function
26281	phrog_26281	NA	unknown function
26282	phrog_26282	NA	unknown function
26283	phrog_26283	NA	unknown function
26284	phrog_26284	NA	unknown function
26285	phrog_26285	NA	unknown function
26286	phrog_26286	NA	unknown function
26287	phrog_26287	NA	unknown function
26288	phrog_26288	NA	unknown function
26289	phrog_26289	NA	unknown function
26290	phrog_26290	NA	unknown function
26291	phrog_26291	NA	unknown function
26292	phrog_26292	tail fiber protein	tail
26293	phrog_26293	NA	unknown function
26294	phrog_26294	NA	unknown function
26295	phrog_26295	NA	unknown function
26296	phrog_26296	NA	unknown function
26297	phrog_26297	NA	unknown function
26298	phrog_26298	virion structural protein	head and packaging
26299	phrog_26299	NA	unknown function
26300	phrog_26300	NA	unknown function
26301	phrog_26301	NA	unknown function
26302	phrog_26302	NA	unknown function
26303	phrog_26303	NA	unknown function
26304	phrog_26304	NA	unknown function
26305	phrog_26305	NA	unknown function
26306	phrog_26306	NA	unknown function
26307	phrog_26307	NA	unknown function
26308	phrog_26308	NA	unknown function
26309	phrog_26309	NA	unknown function
26310	phrog_26310	NA	unknown function
26311	phrog_26311	NA	unknown function
26312	phrog_26312	NA	unknown function
26313	phrog_26313	NA	unknown function
26314	phrog_26314	NA	unknown function
26315	phrog_26315	NA	unknown function
26316	phrog_26316	NA	unknown function
26317	phrog_26317	NA	unknown function
26318	phrog_26318	NA	unknown function
26319	phrog_26319	NA	unknown function
26320	phrog_26320	NA	unknown function
26321	phrog_26321	NA	unknown function
26322	phrog_26322	NA	unknown function
26323	phrog_26323	NA	unknown function
26324	phrog_26324	DNA methyltransferase	other
26325	phrog_26325	NA	unknown function
26326	phrog_26326	NA	unknown function
26327	phrog_26327	NA	unknown function
26328	phrog_26328	NA	unknown function
26329	phrog_26329	NA	unknown function
26330	phrog_26330	NA	unknown function
26331	phrog_26331	NA	unknown function
26332	phrog_26332	NA	unknown function
26333	phrog_26333	NA	unknown function
26334	phrog_26334	NA	unknown function
26335	phrog_26335	NA	unknown function
26336	phrog_26336	NA	unknown function
26337	phrog_26337	NA	unknown function
26338	phrog_26338	NA	unknown function
26339	phrog_26339	NA	unknown function
26340	phrog_26340	NA	unknown function
26341	phrog_26341	NA	unknown function
26342	phrog_26342	NA	unknown function
26343	phrog_26343	NA	unknown function
26344	phrog_26344	NA	unknown function
26345	phrog_26345	NA	unknown function
26346	phrog_26346	NA	unknown function
26347	phrog_26347	NA	unknown function
26348	phrog_26348	NA	unknown function
26349	phrog_26349	NA	unknown function
26350	phrog_26350	NA	unknown function
26351	phrog_26351	NA	unknown function
26352	phrog_26352	NA	unknown function
26353	phrog_26353	NA	unknown function
26354	phrog_26354	NA	unknown function
26355	phrog_26355	NA	unknown function
26356	phrog_26356	NA	unknown function
26357	phrog_26357	NA	unknown function
26358	phrog_26358	NA	unknown function
26359	phrog_26359	NA	unknown function
26360	phrog_26360	NA	unknown function
26361	phrog_26361	NA	unknown function
26362	phrog_26362	NA	unknown function
26363	phrog_26363	NA	unknown function
26364	phrog_26364	NA	unknown function
26365	phrog_26365	NA	unknown function
26366	phrog_26366	NA	unknown function
26367	phrog_26367	NA	unknown function
26368	phrog_26368	NA	unknown function
26369	phrog_26369	replication initiation protein	DNA, RNA and nucleotide metabolism
26370	phrog_26370	NA	unknown function
26371	phrog_26371	NA	unknown function
26372	phrog_26372	NA	unknown function
26373	phrog_26373	NA	unknown function
26374	phrog_26374	NA	unknown function
26375	phrog_26375	NA	unknown function
26376	phrog_26376	NA	unknown function
26377	phrog_26377	ParB-like partition protein	DNA, RNA and nucleotide metabolism
26378	phrog_26378	NA	unknown function
26379	phrog_26379	NA	unknown function
26380	phrog_26380	NA	unknown function
26381	phrog_26381	NA	unknown function
26382	phrog_26382	NA	unknown function
26383	phrog_26383	NA	unknown function
26384	phrog_26384	NA	unknown function
26385	phrog_26385	NA	unknown function
26386	phrog_26386	NA	unknown function
26387	phrog_26387	ParB-like partition nuclease	DNA, RNA and nucleotide metabolism
26388	phrog_26388	NA	unknown function
26389	phrog_26389	NA	unknown function
26390	phrog_26390	NA	unknown function
26391	phrog_26391	NA	unknown function
26392	phrog_26392	NA	unknown function
26393	phrog_26393	NA	unknown function
26394	phrog_26394	NA	unknown function
26395	phrog_26395	NA	unknown function
26396	phrog_26396	NA	unknown function
26397	phrog_26397	NA	unknown function
26398	phrog_26398	NA	unknown function
26399	phrog_26399	NA	unknown function
26400	phrog_26400	DNA ejection protein	DNA, RNA and nucleotide metabolism
26401	phrog_26401	NA	unknown function
26402	phrog_26402	NA	unknown function
26403	phrog_26403	NA	unknown function
26404	phrog_26404	NA	unknown function
26405	phrog_26405	NA	unknown function
26406	phrog_26406	NA	unknown function
26407	phrog_26407	NA	unknown function
26408	phrog_26408	NA	unknown function
26409	phrog_26409	NA	unknown function
26410	phrog_26410	NA	unknown function
26411	phrog_26411	NA	unknown function
26412	phrog_26412	NA	unknown function
26413	phrog_26413	NA	unknown function
26414	phrog_26414	NA	unknown function
26415	phrog_26415	NA	unknown function
26416	phrog_26416	NA	unknown function
26417	phrog_26417	NA	unknown function
26418	phrog_26418	NA	unknown function
26419	phrog_26419	tail fiber protein	tail
26420	phrog_26420	NA	unknown function
26421	phrog_26421	NA	unknown function
26422	phrog_26422	NA	unknown function
26423	phrog_26423	NA	unknown function
26424	phrog_26424	NA	unknown function
26425	phrog_26425	NA	unknown function
26426	phrog_26426	replication protein	DNA, RNA and nucleotide metabolism
26427	phrog_26427	nuclease	DNA, RNA and nucleotide metabolism
26428	phrog_26428	NA	unknown function
26429	phrog_26429	NA	unknown function
26430	phrog_26430	polysaccharide deacetylase	moron, auxiliary metabolic gene and host takeover
26431	phrog_26431	NA	unknown function
26432	phrog_26432	NA	unknown function
26433	phrog_26433	NA	unknown function
26434	phrog_26434	esterase/lipase	other
26435	phrog_26435	NA	unknown function
26436	phrog_26436	NA	unknown function
26437	phrog_26437	NA	unknown function
26438	phrog_26438	NA	unknown function
26439	phrog_26439	NA	unknown function
26440	phrog_26440	membrane protein	moron, auxiliary metabolic gene and host takeover
26441	phrog_26441	NA	unknown function
26442	phrog_26442	NA	unknown function
26443	phrog_26443	NA	unknown function
26444	phrog_26444	NA	unknown function
26445	phrog_26445	NA	unknown function
26446	phrog_26446	anaerobic ribonucleoside reductase large subunit	DNA, RNA and nucleotide metabolism
26447	phrog_26447	NA	unknown function
26448	phrog_26448	NA	unknown function
26449	phrog_26449	NA	unknown function
26450	phrog_26450	NA	unknown function
26451	phrog_26451	NA	unknown function
26452	phrog_26452	NA	unknown function
26453	phrog_26453	NA	unknown function
26454	phrog_26454	NA	unknown function
26455	phrog_26455	NA	unknown function
26456	phrog_26456	NA	unknown function
26457	phrog_26457	NA	unknown function
26458	phrog_26458	NA	unknown function
26459	phrog_26459	NA	unknown function
26460	phrog_26460	NA	unknown function
26461	phrog_26461	NA	unknown function
26462	phrog_26462	NA	unknown function
26463	phrog_26463	NA	unknown function
26464	phrog_26464	DNA repair protein	DNA, RNA and nucleotide metabolism
26465	phrog_26465	NA	unknown function
26466	phrog_26466	NA	unknown function
26467	phrog_26467	tail spike protein	tail
26468	phrog_26468	NA	unknown function
26469	phrog_26469	NA	unknown function
26470	phrog_26470	NA	unknown function
26471	phrog_26471	NA	unknown function
26472	phrog_26472	NA	unknown function
26473	phrog_26473	NA	unknown function
26474	phrog_26474	NA	unknown function
26475	phrog_26475	NA	unknown function
26476	phrog_26476	NA	unknown function
26477	phrog_26477	clamp loader of DNA polymerase	DNA, RNA and nucleotide metabolism
26478	phrog_26478	NA	unknown function
26479	phrog_26479	NA	unknown function
26480	phrog_26480	NA	unknown function
26481	phrog_26481	NA	unknown function
26482	phrog_26482	NA	unknown function
26483	phrog_26483	NA	unknown function
26484	phrog_26484	DNA binding protein	DNA, RNA and nucleotide metabolism
26485	phrog_26485	NA	unknown function
26486	phrog_26486	NA	unknown function
26487	phrog_26487	NA	unknown function
26488	phrog_26488	NA	unknown function
26489	phrog_26489	NA	unknown function
26490	phrog_26490	NA	unknown function
26491	phrog_26491	NA	unknown function
26492	phrog_26492	ATPase	other
26493	phrog_26493	NA	unknown function
26494	phrog_26494	NA	unknown function
26495	phrog_26495	NA	unknown function
26496	phrog_26496	NA	unknown function
26497	phrog_26497	polymerase	DNA, RNA and nucleotide metabolism
26498	phrog_26498	NA	unknown function
26499	phrog_26499	NA	unknown function
26500	phrog_26500	NA	unknown function
26501	phrog_26501	NA	unknown function
26502	phrog_26502	virion structural protein	head and packaging
26503	phrog_26503	NA	unknown function
26504	phrog_26504	NA	unknown function
26505	phrog_26505	NA	unknown function
26506	phrog_26506	NA	unknown function
26507	phrog_26507	NA	unknown function
26508	phrog_26508	NA	unknown function
26509	phrog_26509	NA	unknown function
26510	phrog_26510	NA	unknown function
26511	phrog_26511	NA	unknown function
26512	phrog_26512	NA	unknown function
26513	phrog_26513	NA	unknown function
26514	phrog_26514	NA	unknown function
26515	phrog_26515	NA	unknown function
26516	phrog_26516	NA	unknown function
26517	phrog_26517	NA	unknown function
26518	phrog_26518	NA	unknown function
26519	phrog_26519	NA	unknown function
26520	phrog_26520	lower collar	tail
26521	phrog_26521	NA	unknown function
26522	phrog_26522	NA	unknown function
26523	phrog_26523	NA	unknown function
26524	phrog_26524	NA	unknown function
26525	phrog_26525	tail fiber protein	tail
26526	phrog_26526	NA	unknown function
26527	phrog_26527	NA	unknown function
26528	phrog_26528	NA	unknown function
26529	phrog_26529	NA	unknown function
26530	phrog_26530	NA	unknown function
26531	phrog_26531	NA	unknown function
26532	phrog_26532	NA	unknown function
26533	phrog_26533	NA	unknown function
26534	phrog_26534	NA	unknown function
26535	phrog_26535	NA	unknown function
26536	phrog_26536	NA	unknown function
26537	phrog_26537	NA	unknown function
26538	phrog_26538	NA	unknown function
26539	phrog_26539	NA	unknown function
26540	phrog_26540	NA	unknown function
26541	phrog_26541	NA	unknown function
26542	phrog_26542	NA	unknown function
26543	phrog_26543	NA	unknown function
26544	phrog_26544	NA	unknown function
26545	phrog_26545	NA	unknown function
26546	phrog_26546	NA	unknown function
26547	phrog_26547	NA	unknown function
26548	phrog_26548	NA	unknown function
26549	phrog_26549	NA	unknown function
26550	phrog_26550	NA	unknown function
26551	phrog_26551	NA	unknown function
26552	phrog_26552	NA	unknown function
26553	phrog_26553	NA	unknown function
26554	phrog_26554	NA	unknown function
26555	phrog_26555	NA	unknown function
26556	phrog_26556	NA	unknown function
26557	phrog_26557	NA	unknown function
26558	phrog_26558	NA	unknown function
26559	phrog_26559	NA	unknown function
26560	phrog_26560	NA	unknown function
26561	phrog_26561	NA	unknown function
26562	phrog_26562	NA	unknown function
26563	phrog_26563	NA	unknown function
26564	phrog_26564	NA	unknown function
26565	phrog_26565	NA	unknown function
26566	phrog_26566	NA	unknown function
26567	phrog_26567	NA	unknown function
26568	phrog_26568	NA	unknown function
26569	phrog_26569	NA	unknown function
26570	phrog_26570	NA	unknown function
26571	phrog_26571	NA	unknown function
26572	phrog_26572	NA	unknown function
26573	phrog_26573	NA	unknown function
26574	phrog_26574	NA	unknown function
26575	phrog_26575	NA	unknown function
26576	phrog_26576	NA	unknown function
26577	phrog_26577	NA	unknown function
26578	phrog_26578	NA	unknown function
26579	phrog_26579	NA	unknown function
26580	phrog_26580	NA	unknown function
26581	phrog_26581	NA	unknown function
26582	phrog_26582	NA	unknown function
26583	phrog_26583	NA	unknown function
26584	phrog_26584	NA	unknown function
26585	phrog_26585	NA	unknown function
26586	phrog_26586	NA	unknown function
26587	phrog_26587	NA	unknown function
26588	phrog_26588	ParB-like partition nuclease	DNA, RNA and nucleotide metabolism
26589	phrog_26589	NA	unknown function
26590	phrog_26590	NA	unknown function
26591	phrog_26591	NA	unknown function
26592	phrog_26592	NA	unknown function
26593	phrog_26593	NA	unknown function
26594	phrog_26594	NA	unknown function
26595	phrog_26595	NA	unknown function
26596	phrog_26596	NA	unknown function
26597	phrog_26597	NA	unknown function
26598	phrog_26598	NA	unknown function
26599	phrog_26599	NA	unknown function
26600	phrog_26600	NA	unknown function
26601	phrog_26601	NA	unknown function
26602	phrog_26602	NA	unknown function
26603	phrog_26603	NA	unknown function
26604	phrog_26604	NA	unknown function
26605	phrog_26605	NA	unknown function
26606	phrog_26606	NA	unknown function
26607	phrog_26607	NA	unknown function
26608	phrog_26608	NA	unknown function
26609	phrog_26609	NA	unknown function
26610	phrog_26610	NA	unknown function
26611	phrog_26611	NA	unknown function
26612	phrog_26612	NA	unknown function
26613	phrog_26613	NA	unknown function
26614	phrog_26614	NA	unknown function
26615	phrog_26615	NA	unknown function
26616	phrog_26616	lipoprotein	other
26617	phrog_26617	NA	unknown function
26618	phrog_26618	NA	unknown function
26619	phrog_26619	NA	unknown function
26620	phrog_26620	NA	unknown function
26621	phrog_26621	NA	unknown function
26622	phrog_26622	tail fiber protein	tail
26623	phrog_26623	NA	unknown function
26624	phrog_26624	NA	unknown function
26625	phrog_26625	NA	unknown function
26626	phrog_26626	NA	unknown function
26627	phrog_26627	NA	unknown function
26628	phrog_26628	head maturation protease	head and packaging
26629	phrog_26629	NA	unknown function
26630	phrog_26630	tail fiber protein	tail
26631	phrog_26631	NA	unknown function
26632	phrog_26632	NA	unknown function
26633	phrog_26633	NA	unknown function
26634	phrog_26634	NA	unknown function
26635	phrog_26635	NA	unknown function
26636	phrog_26636	NA	unknown function
26637	phrog_26637	NA	unknown function
26638	phrog_26638	NA	unknown function
26639	phrog_26639	NA	unknown function
26640	phrog_26640	lipoprotein	other
26641	phrog_26641	NA	unknown function
26642	phrog_26642	NA	unknown function
26643	phrog_26643	NA	unknown function
26644	phrog_26644	NA	unknown function
26645	phrog_26645	NA	unknown function
26646	phrog_26646	NA	unknown function
26647	phrog_26647	NA	unknown function
26648	phrog_26648	NA	unknown function
26649	phrog_26649	NA	unknown function
26650	phrog_26650	NA	unknown function
26651	phrog_26651	Alt-like RNA polymerase ADP-ribosyltransferase	moron, auxiliary metabolic gene and host takeover
26652	phrog_26652	NA	unknown function
26653	phrog_26653	NA	unknown function
26654	phrog_26654	NA	unknown function
26655	phrog_26655	NA	unknown function
26656	phrog_26656	NA	unknown function
26657	phrog_26657	NA	unknown function
26658	phrog_26658	NA	unknown function
26659	phrog_26659	NA	unknown function
26660	phrog_26660	NA	unknown function
26661	phrog_26661	NA	unknown function
26662	phrog_26662	NA	unknown function
26663	phrog_26663	NA	unknown function
26664	phrog_26664	NA	unknown function
26665	phrog_26665	NA	unknown function
26666	phrog_26666	NA	unknown function
26667	phrog_26667	NA	unknown function
26668	phrog_26668	NA	unknown function
26669	phrog_26669	NA	unknown function
26670	phrog_26670	virion structural protein	head and packaging
26671	phrog_26671	NA	unknown function
26672	phrog_26672	virion structural protein	head and packaging
26673	phrog_26673	NA	unknown function
26674	phrog_26674	NA	unknown function
26675	phrog_26675	endolysin	lysis
26676	phrog_26676	NA	unknown function
26677	phrog_26677	NA	unknown function
26678	phrog_26678	NA	unknown function
26679	phrog_26679	NA	unknown function
26680	phrog_26680	NA	unknown function
26681	phrog_26681	NA	unknown function
26682	phrog_26682	NA	unknown function
26683	phrog_26683	NA	unknown function
26684	phrog_26684	NA	unknown function
26685	phrog_26685	NA	unknown function
26686	phrog_26686	NA	unknown function
26687	phrog_26687	NA	unknown function
26688	phrog_26688	NA	unknown function
26689	phrog_26689	NA	unknown function
26690	phrog_26690	NA	unknown function
26691	phrog_26691	NA	unknown function
26692	phrog_26692	NA	unknown function
26693	phrog_26693	NA	unknown function
26694	phrog_26694	NA	unknown function
26695	phrog_26695	NA	unknown function
26696	phrog_26696	NA	unknown function
26697	phrog_26697	NA	unknown function
26698	phrog_26698	NA	unknown function
26699	phrog_26699	DNA methyltransferase	other
26700	phrog_26700	NA	unknown function
26701	phrog_26701	NA	unknown function
26702	phrog_26702	NA	unknown function
26703	phrog_26703	NA	unknown function
26704	phrog_26704	NA	unknown function
26705	phrog_26705	NA	unknown function
26706	phrog_26706	NA	unknown function
26707	phrog_26707	NA	unknown function
26708	phrog_26708	NA	unknown function
26709	phrog_26709	NA	unknown function
26710	phrog_26710	NA	unknown function
26711	phrog_26711	virion structural protein	head and packaging
26712	phrog_26712	NA	unknown function
26713	phrog_26713	methyltransferase	other
26714	phrog_26714	NA	unknown function
26715	phrog_26715	NA	unknown function
26716	phrog_26716	polymerase	DNA, RNA and nucleotide metabolism
26717	phrog_26717	NA	unknown function
26718	phrog_26718	NA	unknown function
26719	phrog_26719	NA	unknown function
26720	phrog_26720	NA	unknown function
26721	phrog_26721	NA	unknown function
26722	phrog_26722	NA	unknown function
26723	phrog_26723	NA	unknown function
26724	phrog_26724	NA	unknown function
26725	phrog_26725	NA	unknown function
26726	phrog_26726	NA	unknown function
26727	phrog_26727	membrane protein	moron, auxiliary metabolic gene and host takeover
26728	phrog_26728	NA	unknown function
26729	phrog_26729	NA	unknown function
26730	phrog_26730	NA	unknown function
26731	phrog_26731	NA	unknown function
26732	phrog_26732	head protein	head and packaging
26733	phrog_26733	NA	unknown function
26734	phrog_26734	NA	unknown function
26735	phrog_26735	NA	unknown function
26736	phrog_26736	NA	unknown function
26737	phrog_26737	NA	unknown function
26738	phrog_26738	NA	unknown function
26739	phrog_26739	NA	unknown function
26740	phrog_26740	NA	unknown function
26741	phrog_26741	NA	unknown function
26742	phrog_26742	NA	unknown function
26743	phrog_26743	NA	unknown function
26744	phrog_26744	NA	unknown function
26745	phrog_26745	NA	unknown function
26746	phrog_26746	NA	unknown function
26747	phrog_26747	NA	unknown function
26748	phrog_26748	NA	unknown function
26749	phrog_26749	NA	unknown function
26750	phrog_26750	NA	unknown function
26751	phrog_26751	NA	unknown function
26752	phrog_26752	NA	unknown function
26753	phrog_26753	NA	unknown function
26754	phrog_26754	ParB-like partition nuclease	DNA, RNA and nucleotide metabolism
26755	phrog_26755	NA	unknown function
26756	phrog_26756	NA	unknown function
26757	phrog_26757	NA	unknown function
26758	phrog_26758	tail fiber protein	tail
26759	phrog_26759	NA	unknown function
26760	phrog_26760	NA	unknown function
26761	phrog_26761	NA	unknown function
26762	phrog_26762	NA	unknown function
26763	phrog_26763	NA	unknown function
26764	phrog_26764	NA	unknown function
26765	phrog_26765	NA	unknown function
26766	phrog_26766	NA	unknown function
26767	phrog_26767	NA	unknown function
26768	phrog_26768	NA	unknown function
26769	phrog_26769	NA	unknown function
26770	phrog_26770	NA	unknown function
26771	phrog_26771	NA	unknown function
26772	phrog_26772	NA	unknown function
26773	phrog_26773	NA	unknown function
26774	phrog_26774	NA	unknown function
26775	phrog_26775	NA	unknown function
26776	phrog_26776	NA	unknown function
26777	phrog_26777	NA	unknown function
26778	phrog_26778	NA	unknown function
26779	phrog_26779	NA	unknown function
26780	phrog_26780	NA	unknown function
26781	phrog_26781	NA	unknown function
26782	phrog_26782	NA	unknown function
26783	phrog_26783	NA	unknown function
26784	phrog_26784	NA	unknown function
26785	phrog_26785	NA	unknown function
26786	phrog_26786	NA	unknown function
26787	phrog_26787	NA	unknown function
26788	phrog_26788	NA	unknown function
26789	phrog_26789	NA	unknown function
26790	phrog_26790	NA	unknown function
26791	phrog_26791	NA	unknown function
26792	phrog_26792	NA	unknown function
26793	phrog_26793	NA	unknown function
26794	phrog_26794	NA	unknown function
26795	phrog_26795	NA	unknown function
26796	phrog_26796	holin	lysis
26797	phrog_26797	NA	unknown function
26798	phrog_26798	NA	unknown function
26799	phrog_26799	NA	unknown function
26800	phrog_26800	NA	unknown function
26801	phrog_26801	NA	unknown function
26802	phrog_26802	NA	unknown function
26803	phrog_26803	NA	unknown function
26804	phrog_26804	NA	unknown function
26805	phrog_26805	NA	unknown function
26806	phrog_26806	NA	unknown function
26807	phrog_26807	NA	unknown function
26808	phrog_26808	NA	unknown function
26809	phrog_26809	NA	unknown function
26810	phrog_26810	NA	unknown function
26811	phrog_26811	NA	unknown function
26812	phrog_26812	NA	unknown function
26813	phrog_26813	NA	unknown function
26814	phrog_26814	NA	unknown function
26815	phrog_26815	NA	unknown function
26816	phrog_26816	NA	unknown function
26817	phrog_26817	NA	unknown function
26818	phrog_26818	NA	unknown function
26819	phrog_26819	NA	unknown function
26820	phrog_26820	NA	unknown function
26821	phrog_26821	NA	unknown function
26822	phrog_26822	NA	unknown function
26823	phrog_26823	NA	unknown function
26824	phrog_26824	NA	unknown function
26825	phrog_26825	NA	unknown function
26826	phrog_26826	NA	unknown function
26827	phrog_26827	NA	unknown function
26828	phrog_26828	NA	unknown function
26829	phrog_26829	NA	unknown function
26830	phrog_26830	NA	unknown function
26831	phrog_26831	NA	unknown function
26832	phrog_26832	NA	unknown function
26833	phrog_26833	NA	unknown function
26834	phrog_26834	NA	unknown function
26835	phrog_26835	NA	unknown function
26836	phrog_26836	NA	unknown function
26837	phrog_26837	NA	unknown function
26838	phrog_26838	NA	unknown function
26839	phrog_26839	NA	unknown function
26840	phrog_26840	NA	unknown function
26841	phrog_26841	NA	unknown function
26842	phrog_26842	NA	unknown function
26843	phrog_26843	NA	unknown function
26844	phrog_26844	NA	unknown function
26845	phrog_26845	NA	unknown function
26846	phrog_26846	NA	unknown function
26847	phrog_26847	NA	unknown function
26848	phrog_26848	NA	unknown function
26849	phrog_26849	NA	unknown function
26850	phrog_26850	NA	unknown function
26851	phrog_26851	NA	unknown function
26852	phrog_26852	NA	unknown function
26853	phrog_26853	NA	unknown function
26854	phrog_26854	NA	unknown function
26855	phrog_26855	NA	unknown function
26856	phrog_26856	NA	unknown function
26857	phrog_26857	NA	unknown function
26858	phrog_26858	NA	unknown function
26859	phrog_26859	NA	unknown function
26860	phrog_26860	NA	unknown function
26861	phrog_26861	NA	unknown function
26862	phrog_26862	NA	unknown function
26863	phrog_26863	NA	unknown function
26864	phrog_26864	NA	unknown function
26865	phrog_26865	NA	unknown function
26866	phrog_26866	NA	unknown function
26867	phrog_26867	NA	unknown function
26868	phrog_26868	NA	unknown function
26869	phrog_26869	NA	unknown function
26870	phrog_26870	NA	unknown function
26871	phrog_26871	NA	unknown function
26872	phrog_26872	NA	unknown function
26873	phrog_26873	inhibitor of transcription initiation and antiterminator	transcription regulation
26874	phrog_26874	NA	unknown function
26875	phrog_26875	membrane protein	moron, auxiliary metabolic gene and host takeover
26876	phrog_26876	NA	unknown function
26877	phrog_26877	NA	unknown function
26878	phrog_26878	virion structural protein	head and packaging
26879	phrog_26879	NA	unknown function
26880	phrog_26880	NA	unknown function
26881	phrog_26881	NA	unknown function
26882	phrog_26882	NA	unknown function
26883	phrog_26883	NA	unknown function
26884	phrog_26884	NA	unknown function
26885	phrog_26885	NA	unknown function
26886	phrog_26886	NA	unknown function
26887	phrog_26887	NA	unknown function
26888	phrog_26888	NA	unknown function
26889	phrog_26889	NA	unknown function
26890	phrog_26890	NA	unknown function
26891	phrog_26891	NA	unknown function
26892	phrog_26892	NA	unknown function
26893	phrog_26893	NA	unknown function
26894	phrog_26894	NA	unknown function
26895	phrog_26895	NA	unknown function
26896	phrog_26896	NA	unknown function
26897	phrog_26897	NA	unknown function
26898	phrog_26898	NA	unknown function
26899	phrog_26899	NA	unknown function
26900	phrog_26900	NA	unknown function
26901	phrog_26901	NA	unknown function
26902	phrog_26902	NA	unknown function
26903	phrog_26903	NA	unknown function
26904	phrog_26904	NA	unknown function
26905	phrog_26905	NA	unknown function
26906	phrog_26906	NA	unknown function
26907	phrog_26907	NA	unknown function
26908	phrog_26908	NA	unknown function
26909	phrog_26909	virion structural protein	head and packaging
26910	phrog_26910	NA	unknown function
26911	phrog_26911	NA	unknown function
26912	phrog_26912	NA	unknown function
26913	phrog_26913	NA	unknown function
26914	phrog_26914	NA	unknown function
26915	phrog_26915	NA	unknown function
26916	phrog_26916	NA	unknown function
26917	phrog_26917	NA	unknown function
26918	phrog_26918	NA	unknown function
26919	phrog_26919	NA	unknown function
26920	phrog_26920	NA	unknown function
26921	phrog_26921	NA	unknown function
26922	phrog_26922	DnaC-like helicase loader	DNA, RNA and nucleotide metabolism
26923	phrog_26923	NA	unknown function
26924	phrog_26924	NA	unknown function
26925	phrog_26925	NA	unknown function
26926	phrog_26926	NA	unknown function
26927	phrog_26927	NA	unknown function
26928	phrog_26928	NA	unknown function
26929	phrog_26929	NA	unknown function
26930	phrog_26930	NA	unknown function
26931	phrog_26931	NA	unknown function
26932	phrog_26932	NA	unknown function
26933	phrog_26933	NA	unknown function
26934	phrog_26934	NA	unknown function
26935	phrog_26935	NA	unknown function
26936	phrog_26936	NA	unknown function
26937	phrog_26937	NA	unknown function
26938	phrog_26938	NA	unknown function
26939	phrog_26939	NA	unknown function
26940	phrog_26940	NA	unknown function
26941	phrog_26941	tail protein	tail
26942	phrog_26942	NA	unknown function
26943	phrog_26943	NA	unknown function
26944	phrog_26944	NA	unknown function
26945	phrog_26945	NA	unknown function
26946	phrog_26946	NA	unknown function
26947	phrog_26947	NA	unknown function
26948	phrog_26948	NA	unknown function
26949	phrog_26949	NA	unknown function
26950	phrog_26950	NA	unknown function
26951	phrog_26951	NA	unknown function
26952	phrog_26952	NA	unknown function
26953	phrog_26953	NA	unknown function
26954	phrog_26954	DHH phosphoesterase	other
26955	phrog_26955	NA	unknown function
26956	phrog_26956	NA	unknown function
26957	phrog_26957	NA	unknown function
26958	phrog_26958	NA	unknown function
26959	phrog_26959	NA	unknown function
26960	phrog_26960	NA	unknown function
26961	phrog_26961	NA	unknown function
26962	phrog_26962	NA	unknown function
26963	phrog_26963	membrane protein	moron, auxiliary metabolic gene and host takeover
26964	phrog_26964	NA	unknown function
26965	phrog_26965	NA	unknown function
26966	phrog_26966	NA	unknown function
26967	phrog_26967	NA	unknown function
